
Date,Open,Close,High,Low,Volume
2025-02-11 06:40:55.037928,673.1153041373743,668.4402966553992,677.9598149258688,662.1066777574567,6790007
2025-02-12 06:40:55.037928,692.2124956993048,698.8793856068933,703.5958253575642,686.7619901435332,9481165
2025-02-13 06:40:55.037928,726.042773104934,725.8649658874037,735.9667823389365,724.9401809093205,9393852
2025-02-14 06:40:55.037928,734.8837818121183,727.6895312939662,737.4197234678744,721.9042606550837,6161295
2025-02-15 06:40:55.037928,613.5584810503132,616.6419536116106,622.2080694645578,603.7878882128654,6750201
2025-02-16 06:40:55.037928,829.2090798244773,823.6555804415458,833.3875865999357,817.3987655795028,6208245
2025-02-17 06:40:55.037928,601.6342233155168,597.5686082256699,608.8149905565652,597.3061222227711,9811699
2025-02-18 06:40:55.037928,895.6705127362011,895.912167902921,896.6154937930523,886.4507497546559,5795814
2025-02-19 06:40:55.037928,766.3390730985175,767.2693375683261,773.2680706405667,763.9002915885857,8575996
2025-02-20 06:40:55.037928,622.8213075715512,632.6392888347641,633.139818465447,618.8077054508993,6312294
2025-02-21 06:40:55.037928,826.2350109572691,830.1415266361844,835.190372826019,822.126061171107,7864876
2025-02-22 06:40:55.037928,665.9866905371968,662.3813103243178,669.8908506712077,662.3234782215061,9684849
2025-02-23 06:40:55.037928,638.8907708834677,631.9127486329637,641.1883049625709,623.6443142432219,6216253
2025-02-24 06:40:55.037928,610.4257285243519,612.323507275293,617.7371436374485,605.8783603291171,6797524
2025-02-25 06:40:55.037928,837.7627088368625,843.593023345173,845.0209812969886,832.386840176319,6703960
2025-02-26 06:40:55.037928,771.9386236874353,768.3681095580446,777.9008528544134,761.4687527018979,5407935
2025-02-27 06:40:55.037928,838.8158161701542,847.8190804266986,850.2952309038106,831.6503185890919,6573475
2025-02-28 06:40:55.037928,785.0069762791874,779.4212388675693,791.796810183325,772.5583955747445,7883035
2025-03-01 06:40:55.037928,733.9284724273246,740.2593201131298,744.1851065824736,728.7266821936298,9600544
2025-03-02 06:40:55.037928,606.624086754957,611.5486287267894,611.7070715042028,605.3876848520197,9606883
2025-03-03 06:40:55.037928,721.1105944438046,723.5638160015734,728.7840668990056,716.6310008707713,8595769
2025-03-04 06:40:55.037928,672.3907594007072,671.025822509614,676.411188204281,666.3125950163998,7158709
2025-03-05 06:40:55.037928,897.7561720301339,898.4936202875599,898.6701739938161,887.7988185892583,7965837
2025-03-06 06:40:55.037928,616.3007781875345,607.7932324947043,619.5420586396137,600.9887294278561,5790665
2025-03-07 06:40:55.037928,657.6412798840632,656.688906841654,664.1740475498787,649.541089475513,5329747
2025-03-08 06:40:55.037928,866.2749707697313,862.5192187200057,873.135450584555,855.1005904225372,5132103
2025-03-09 06:40:55.037928,758.1434861067942,759.2783778981469,759.986165230011,748.9995495403372,7792556
2025-03-10 06:40:55.037928,874.9336894290868,877.1765562244435,881.2693018886621,870.6858915803389,7699536
2025-03-11 06:40:55.037928,679.2595269185624,683.0523181214354,686.9370176465377,674.7401475817463,7117421
2025-03-12 06:40:55.037928,745.7309010244438,742.4825749015126,754.3563665319473,740.4053574017981,8961844
